gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
USP22	chr17	20999596	21043760	21042223	21042273	-	11.6245813589558
E4F1	chr16	2223580	2235742	2223614	2223664	+	48.996169364194
MEMO1	chr2	31865060	32011230	32010507	32010557	-	0.480354601609745
MACIR	chr5	103258763	103278660	103259035	103259085	+	3.4585531315901603
TMTC3	chr12	88142296	88199887	88142295	88142345	+	65.8085804205351
NUMA1	chr11	72002864	72080693	72080504	72080554	-	254.155619711716
MIER3	chr5	56919602	56971675	56952093	56952125	-	600.539322932503
CYS1	chr2	10056473	10080944	10080894	10080944	-	0.0
TRIM49	chr11	89797655	89808575	89807170	89807220	-	0.0
SUPT6H	chr17	28662198	28702679	28699788	28699838	+	0.480354601609745
PFKP	chr10	3066333	3137718	3129006	3129056	+	0.480354601609745
LLGL1	chr17	18225635	18244875	18233901	18233936	+	0.0
UROC1	chr3	126481166	126517773	126517723	126517773	-	0.0
UBQLN1	chr9	83659968	83707958	83707551	83707601	-	2.30570208772678
CLEC16A	chr16	10944564	11182186	11024866	11024916	+	0.096070920321949
PAX3	chr2	222199887	222298998	222221360	222221410	-	0.0
DOLK	chr9	128945530	128947603	128947569	128947619	-	47.074750957755
NRARP	chr9	137299631	137302271	137302201	137302251	-	0.480354601609745
BCL2L11	chr2	111119378	111168445	111120913	111120963	+	0.096070920321949
MANSC4	chr12	27762427	27780236	27771226	27771276	-	0.0
SMARCD2	chr17	63832081	63843065	63842648	63842698	-	56.8739848305938
RMDN3	chr15	40735884	40755851	40737770	40737820	-	0.0
USP17L28	chr4	9348893	9350485	9348892	9348942	+	0.0
FBLN2	chr3	13549125	13638422	13549130	13549180	+	7.10924810382423
ZNF479	chr7	57117676	57139864	57139814	57139864	-	0.0
MAL	chr2	95025677	95053992	95025676	95025726	+	0.0
LMNB1	chr5	126776623	126837020	126777147	126777197	+	264.002889044716
TMEM151B	chr6	44270450	44307506	44270742	44270792	+	0.480354601609745
PAOX	chr10	133379261	133391694	133379538	133379588	+	0.0
PRICKLE2	chr3	64092236	64445476	64445426	64445476	-	0.096070920321949
ANK1	chr8	41653220	41896762	41665224	41665274	-	0.0
AGBL2	chr11	47664132	47719930	47715332	47715382	-	6.43675166157058
CTSL	chr9	87724051	87731469	87726139	87726189	+	42.1751340213356
C2orf16	chr2	27537386	27582720	27576521	27576571	+	0.0
NETO2	chr16	47077703	47143945	47143659	47143709	-	0.0
TMEM191B	chr22	18527802	18530573	18527801	18527851	+	0.0
GPS2	chr17	7314361	7318601	7315357	7315407	-	41.9829921806917
LSM8	chr7	118184144	118204035	118184143	118184193	+	23.5854109390385
PATE3	chr11	125788127	125791600	125788110	125788160	+	0.0
CRACDL	chr2	98793846	98936259	98822254	98822304	-	0.0
LUZP2	chr11	24496970	25082638	24497138	24497188	+	3.17034037062432
MMP28	chr17	35765873	35795707	35795657	35795707	-	0.0
CLPTM1L	chr5	1318299	1345099	1344837	1344887	-	1.2489219641853402
ZNF141	chr4	337814	384868	337813	337863	+	86.94418289136391
BRK1	chr3	10115675	10127190	10115591	10115641	+	1.53713472515118
NXF1	chr11	62792123	62806302	62805143	62805193	-	0.0
OR52A5	chr11	5128776	5138356	5132592	5132642	-	0.0
BLOC1S5-TXNDC5	chr6	7881522	8064364	8064314	8064364	-	32.2798292281749
TRIM13	chr13	49995888	50020481	49997031	49997081	+	45.249403471638
JPT2	chr16	1678256	1702280	1685478	1685528	+	0.96070920321949
SLC5A12	chr11	26667020	26723427	26721982	26722032	-	0.0
P4HTM	chr3	48989889	49007153	48990604	48990654	+	0.0
ARPP19	chr15	52547045	52569883	52569117	52569167	-	53.943821760774405
CCDC15	chr11	124954121	125041489	125038072	125038122	+	0.0
NPIPA5	chr16	15363628	15381047	15378244	15378294	-	0.0
MDH2	chr7	76048051	76067508	76054503	76054553	+	0.0
HLA-DMA	chr6	32926550	32931062	32953072	32953122	-	21.567921612277605
LDAH	chr2	20684014	20823130	20823064	20823114	-	117.110451872456
PCBP3	chr21	45643694	45942454	45858936	45858986	+	0.0
YTHDF1	chr20	63195429	63216139	63216089	63216139	-	4.99568785674135
RNF148	chr7	122701668	122702922	122702917	122702967	-	0.0
RAF1	chr3	12582101	12664201	12664075	12664125	-	203.478209241888
CHKB-CPT1B	chr22	50568869	50582965	50579726	50579752	-	0.0
RNF26	chr11	119334527	119337309	119334526	119334576	+	28.1487796543311
GAST	chr17	41712331	41715969	41712325	41712375	+	0.0
CCNJ	chr10	96043394	96060870	96043582	96043632	+	6.24460982092669
SLC35G3	chr17	35192520	35194393	35194473	35194523	-	0.0
NMRAL1	chr16	4463639	4497722	4469635	4469685	-	0.0
ESAM	chr11	124752583	124762290	124762240	124762290	-	0.0
WASF3	chr13	26557683	26688948	26557702	26557752	+	6.43675166157058
P4HA3	chr11	74235801	74311640	74311607	74311657	-	0.0
LGALS12	chr11	63506052	63516774	63506083	63506133	+	2.30570208772678
RPRML	chr17	46978156	46979253	46979198	46979248	-	1.05678012354144
MRPL17	chr11	6680385	6683340	6683266	6683316	-	290.998817655184
PAX4	chr7	127610292	127618142	127615620	127615670	-	0.0
KRT33A	chr17	41346092	41350828	41350762	41350812	-	0.0
ADAMTS6	chr5	65148738	65481920	65198715	65198765	-	0.0
SCN3A	chr2	165087526	165204050	165204017	165204067	-	1.05678012354144
OR52K2	chr11	4449295	4450361	4449294	4449344	+	0.0
NEDD1	chr12	96907224	96953780	96907237	96907287	+	56.8739848305938
NFU1	chr2	69396113	69437628	69437578	69437628	-	0.0
OSBPL5	chr11	3087107	3166739	3090672	3090722	-	0.0
ALMS1	chr2	73385758	73625166	73385757	73385807	+	12.1049359605656
RHOT2	chr16	668105	674174	668657	668699	+	1.53713472515118
FTSJ3	chr17	63819433	63830012	63824336	63824386	-	2.6899857690145703
UMODL1	chr21	42062959	42143453	42127677	42127727	+	0.0
ANKRD40	chr17	50693198	50707914	50707874	50707924	-	2.6899857690145703
ACO1	chr9	32384603	32454769	32384619	32384669	+	211.45209562861
UACA	chr15	70654554	70763558	70664894	70664944	-	0.0
GPR31	chr6	167155247	167157980	167158279	167158329	-	0.0
STAP1	chr4	67558727	67607337	67558727	67558777	+	0.0
CACNG1	chr17	67044554	67056797	67044589	67044639	+	0.0
GCHFR	chr15	40764068	40767708	40764019	40764069	+	38.81265181006739
EGF	chr4	109912883	110013766	109968804	109968854	+	0.0
EIF2AK3	chr2	88556741	88691518	88627526	88627576	-	0.288212760965847
ATP6V1G1	chr9	114587706	114598915	114587776	114587826	+	1051.68836476438
GLOD4	chr17	757097	782294	782244	782294	-	113.075473218934
TSPYL4	chr6	116249964	116254075	116254090	116254140	-	77.1929844786861
PTX3	chr3	157436850	157443633	157436788	157436838	+	4.03497865352186
MRPS26	chr20	3046052	3048250	3045944	3045994	+	0.0
IQCD	chr12	113195441	113221094	113221044	113221094	-	2.11356024708288
FCHSD2	chr11	72836745	73142318	73141863	73141913	-	0.672496442253643
ISX	chr22	35066136	35087387	35066135	35066185	+	0.0
MARVELD1	chr10	97713173	97718150	97714693	97714743	+	0.0
SEC11C	chr18	59139866	59158832	59139874	59139924	+	62.3500272889449
FAM219B	chr15	74899992	74906883	74906787	74906837	-	73.9746086479008
NAA35	chr9	85941146	86025462	85941145	85941195	+	105.533905973661
POU2F3	chr11	120236640	120319945	120240260	120240310	+	0.0
COQ7	chr16	19067614	19080095	19067598	19067648	+	7.397460864790079
MCCC2	chr5	71579531	71658706	71587287	71587337	+	139.783189068436
VWA3B	chr2	98087116	98313299	98087176	98087226	+	0.0
DND1	chr5	140670794	140673576	140673536	140673586	-	0.672496442253643
CNGA3	chr2	98346188	98398601	98346154	98346204	+	0.0
POLR3B	chr12	106357748	106510198	106358081	106358131	+	5.86032613963889
IRX5	chr16	54930865	54934485	54930861	54930911	+	0.0
ZNF33B	chr10	42574185	42638570	42638518	42638568	-	77.52923269981291
PTPRZ1	chr7	121873089	122062036	121873160	121873210	+	137.52552244087
PLSCR5	chr3	146576555	146605346	146605199	146605239	-	0.0
ZWINT	chr10	56357227	56361273	56359708	56359758	-	3.17034037062432
ZKSCAN5	chr7	99504662	99534700	99504650	99504700	+	7.87781546639982
YWHAH	chr22	31944522	31957603	31944521	31944571	+	154.001685276084
KNL1	chr15	40594020	40664342	40623131	40623181	+	0.0
CAND1	chr12	67269358	67319953	67294954	67295004	+	0.096070920321949
GPR15	chr3	98531978	98534681	98531898	98531948	+	0.0
TTC39C	chr18	23992773	24135610	24014419	24014469	+	27.332176831594506
FOXA2	chr20	22580998	22585455	22585405	22585455	-	0.0
NDUFA4L2	chr12	57234903	57240715	57240678	57240692	-	0.0
HOXB3	chr17	48548870	48604912	48574437	48574487	-	0.0
TCF21	chr6	133889113	133895553	133889334	133889384	+	0.0
EDN3	chr20	59300443	59325992	59300702	59300752	+	0.0
FDX1	chr11	110429948	110464884	110429882	110429932	+	15.659560012477698
DEFB129	chr20	227258	229886	227257	227307	+	0.0
H2AC13	chr6	27808173	27808667	27808198	27808248	+	0.0
MC4R	chr18	60371062	60372775	60372725	60372775	-	0.096070920321949
INSM1	chr20	20368104	20370949	20368120	20368170	+	0.0
PRCP	chr11	82822936	82970584	82900380	82900430	-	100.586253577081
PEX12	chr17	35574795	35578863	35578813	35578863	-	0.0
IL2	chr4	122451470	122456725	122456390	122456440	-	0.0
NAPG	chr18	10525905	10552764	10526411	10526461	+	0.96070920321949
H4-16	chr12	14767999	14771131	14769572	14769622	-	0.096070920321949
TBC1D2B	chr15	77984036	78077724	78001634	78001684	-	0.0
LRRC4	chr7	128027071	128032107	128032057	128032107	-	1.05678012354144
RPLP1	chr15	69452814	69456205	69452813	69452863	+	9947.27916105492
MARCHF5	chr10	92291167	92353964	92349480	92349530	+	0.0
FLT4	chr5	180601506	180649624	180649574	180649624	-	2.6899857690145703
MROH2B	chr5	40998017	41071342	41058174	41058224	-	0.0
MGLL	chr3	127689062	128052190	127791211	127791261	-	0.096070920321949
FGL2	chr7	77193369	77199848	77199776	77199826	-	0.0
BET1	chr7	93962762	94004382	94004325	94004375	-	351.475461997851
NECTIN1	chr11	119623408	119729200	119728503	119728553	-	0.0
IER3	chr6	30787857	30789212	30744504	30744554	-	83.58170068009571
OR1G1	chr17	3126610	3127551	3127531	3127581	-	0.0
CCNT2	chr2	134918235	134959342	134918821	134918871	+	683.256385329701
TCTN3	chr10	95659823	95694143	95693905	95693955	-	185.32080530104
FEM1C	chr5	115520908	115544775	115544844	115544894	-	0.0
QTRT2	chr3	114005833	114088422	114056756	114056806	+	507.83088482182296
ROM1	chr11	62611722	62615116	62611785	62611835	+	0.288212760965847
GABRR3	chr3	97986673	98035304	98034939	98034989	-	0.0
SLC36A3	chr5	151276358	151303766	151303446	151303496	-	0.0
ACTR3B	chr7	152759749	152855378	152800622	152800655	+	0.0
GSDMC	chr8	129748196	129786624	129777537	129777587	-	0.0
SPRYD7	chr13	49912702	49936490	49936440	49936490	-	0.0
FHIP1B	chr11	6211345	6234711	6234613	6234663	-	109.568884627183
ADI1	chr2	3497366	3519531	3517697	3517747	-	0.0
CATSPER3	chr5	134967907	135011696	134967905	134967955	+	0.0
KCNJ13	chr2	232765802	232776565	232776518	232776568	-	0.0
KRTAP9-2	chr17	41226627	41227631	41226647	41226697	+	0.0
AIFM2	chr10	70098223	70132934	70132884	70132934	-	0.288212760965847
THBS2	chr6	169215780	169254050	169253994	169254044	-	58.6032613963889
CCL21	chr9	34709005	34710136	34710074	34710124	-	0.0
SLC37A1	chr21	42496008	42581440	42496007	42496057	+	0.0
DCP2	chr5	112976702	113022195	112976793	112976843	+	131.61716084107002
H2AC11	chr6	27133043	27133535	27133041	27133091	+	59.5639705996084
ARPIN	chr15	89895006	89912952	89912637	89912687	-	0.096070920321949
TBC1D3F	chr17	36428990	36439938	36439516	36439566	-	0.0
IQCE	chr7	2558972	2614733	2559426	2559476	+	0.0
CCNL1	chr3	157146508	157160760	157160128	157160178	-	876.8392897784289
OPCML	chr11	132414977	133532501	132943042	132943092	-	0.0
NOA1	chr4	56963350	56977606	56978773	56978823	-	0.096070920321949
STARD5	chr15	81309053	81324183	81324133	81324183	-	26.8037867698238
IGFBP1	chr7	45888360	45893660	45888496	45888546	+	0.0
ANGPT4	chr20	869900	916334	916267	916317	-	0.0
RAB5C	chr17	42124978	42155044	42154967	42155017	-	245.46120142258
SOBP	chr6	107490106	107661306	107490105	107490155	+	0.96070920321949
LYPLA1	chr8	54046367	54102017	54101504	54101554	-	7.87781546639982
CLPS	chr6	35794982	35797344	35797294	35797344	-	0.0
ADAMTS3	chr4	72280969	72569221	72312205	72312255	-	0.0
EMC4	chr15	34225013	34230156	34225017	34225067	+	933.8093455293448
DPY19L2	chr12	63558913	63668939	63608624	63608674	-	0.0
ATRNL1	chr10	115093365	115948999	115093462	115093512	+	0.0
DPY30	chr2	31867809	32039805	32039762	32039812	-	130.656451637851
SYT7	chr11	61513714	61581148	61580822	61580872	-	0.672496442253643
ARL14EPL	chr5	116032324	116060118	116032323	116032373	+	0.0
MCM3AP	chr21	46235133	46286297	46272573	46272623	-	0.096070920321949
PEX6	chr6	42963865	42979181	42979170	42979220	-	21.4238152317946
PLEKHG6	chr12	6310436	6328506	6310737	6310787	+	0.0
PICALM	chr11	85957175	86069882	86001108	86001158	-	0.288212760965847
IKZF4	chr12	56007659	56038435	56021047	56021097	+	0.288212760965847
ALOXE3	chr17	8095900	8119047	8118997	8119047	-	0.0
HOXD10	chr2	176108790	176119937	176108789	176108839	+	0.0
SNX13	chr7	17790761	17940501	17900056	17900106	-	0.0
ESYT1	chr12	56118250	56144674	56118249	56118299	+	19.0220422237459
NFKBIL1	chr6	31623212	31635161	31547612	31547662	+	5.379971538029151
KIFBP	chr10	68988803	69043544	68988805	68988855	+	236.23839307167304
SWI5	chr9	128275379	128316123	128276243	128276293	+	20.1748932676093
WSB1	chr17	27294076	27315926	27294079	27294129	+	973.0062810207
HSPA4L	chr4	127781821	127840733	127782321	127782371	+	36.2187369613748
C10orf99	chr10	84173801	84185294	84176517	84176567	+	0.0
NUP205	chr7	135557917	135648757	135557918	135557968	+	418.48492892241
NOP2	chr12	6556863	6568691	6568274	6568324	-	389.85579466646897
C16orf95	chr16	87083562	87317420	87306075	87306125	-	0.0
JRKL	chr11	96389989	96507574	96389993	96390043	+	75.6078142933739
IFNA16	chr9	21216373	21217311	21217261	21217311	-	0.0
GMDS	chr6	1623806	2245605	1960859	1960909	-	0.0
MX1	chr21	41420020	41470071	41420303	41420353	+	4.5153332551316
POLK	chr5	75511756	75601144	75597113	75597163	+	0.0
CER1	chr9	14719724	14722733	14722667	14722717	-	0.096070920321949
RAPGEF1	chr9	131576770	131740076	131737488	131737538	-	0.0
SLC35E3	chr12	68746125	68793964	68752088	68752138	+	0.672496442253643
DLX2	chr2	172099438	172102900	172102850	172102900	-	0.096070920321949
MBL2	chr10	52765380	52772784	52771650	52771700	-	0.0
RFC5	chr12	118013588	118033130	118016700	118016750	+	149.294210180309
NARF	chr17	82458180	82490537	82480467	82480517	+	0.096070920321949
F2RL1	chr5	76818933	76835315	76818976	76819026	+	38.5244390491016
YIF1A	chr11	66284580	66289145	66289095	66289145	-	190.89291867971295
NUDCD1	chr8	109240919	109334121	109329884	109329934	-	0.0
ERVW-1	chr7	92468380	92477986	92473139	92473189	-	0.0
C20orf144	chr20	33662327	33665619	33663365	33663415	+	0.0
NUP54	chr4	76114659	76148444	76130801	76130851	-	0.0
CUL1	chr7	148697914	148801110	148698911	148698961	+	83.58170068009571
TMEM216	chr11	61392393	61398866	61392359	61392409	+	1.05678012354144
DOK1	chr2	74549026	74557551	74549070	74549120	+	1.92141840643898
CIITA	chr16	10866222	10943021	10922924	10922974	+	0.0
CHST10	chr2	100391860	100417668	100416961	100417011	-	0.096070920321949
ZW10	chr11	113733187	113773735	113773685	113773735	-	350.274575493826
RPS13	chr11	17074388	17077715	17077665	17077715	-	127.67825310787
SSH3	chr11	67303478	67312607	67303529	67303579	+	26.035219407248203
PTPRG	chr3	61561569	62297609	62243804	62243854	+	0.480354601609745
SFTA2	chr6	30931353	30955636	30932125	30932175	-	0.0
CYP39A1	chr6	46549580	46652830	46652780	46652830	-	54.28006998190121
OGFRL1	chr6	71288811	71309059	71291361	71291411	+	0.0
EAF1	chr3	15427598	15450635	15427597	15427647	+	7.10924810382423
POLE3	chr9	113407235	113410675	113410332	113410382	-	172.83158565918598
C4orf51	chr4	145680146	145771032	145732453	145732503	+	0.0
GRK6	chr5	177403204	177442901	177431710	177431760	+	0.0
COL27A1	chr9	114155537	114312511	114168607	114168657	+	0.288212760965847
LAPTM4B	chr8	97775057	97853013	97775775	97775825	+	594.102571270933
HOXD9	chr2	176122719	176124937	176122719	176122769	+	0.0
COL3A1	chr2	188974373	189012746	189008301	189008351	+	0.0
AZI2	chr3	28315003	28349050	28349000	28349050	-	5.86032613963889
CARMIL1	chr6	25279078	25620530	25279427	25279477	+	48.467779302423295
BICRAL	chr6	42746958	42868558	42782026	42782076	+	3.4585531315901603
CD6	chr11	60971680	61020377	60971679	60971729	+	0.0
DHX57	chr2	38797729	38875934	38875884	38875934	-	25.362722964994504
H2AZ2	chr7	44826791	44848087	44847971	44848021	-	40.3497865352186
PLCXD2	chr3	111674676	111846447	111674675	111674725	+	2.11356024708288
PDE3B	chr11	14643804	14872044	14644259	14644309	+	0.0
APBA1	chr9	69435727	69484339	69672256	69672306	-	0.0
AIF1	chr6	31615217	31617021	31615279	31615329	+	0.0
MOGS	chr2	74461057	74465410	74465350	74465400	-	50.1490204080574
DIMT1	chr5	62347284	62403943	62403889	62403939	-	102.50767198352
KRTAP5-9	chr11	71548420	71549608	71548417	71548467	+	0.0
ANAPC15	chr11	72106378	72112780	72112733	72112780	-	257.758279223789
CWC27	chr5	64766368	65102412	64768929	64768979	+	360.698270348758
OPALIN	chr10	96343221	96359365	96359252	96359302	-	0.0
TMC1	chr9	72521608	72838297	72521800	72521850	+	0.0
MOCS3	chr20	50958818	50963929	50958825	50958875	+	31.2230491046334
COPG1	chr3	129249606	129277773	129260226	129260276	+	0.0
SF1	chr11	64764606	64778786	64767567	64767617	-	2.30570208772678
COL11A2	chr6	33084308	33114125	33192418	33192468	-	4.99568785674135
RAD21	chr8	116845934	116874776	116874374	116874424	-	2.6899857690145703
CCDC38	chr12	95867048	95942635	95869752	95869802	-	0.0
EFCAB6	chr22	43528744	43812337	43532015	43532061	-	0.0
MAP3K3	chr17	63622415	63696305	63666985	63667035	+	0.096070920321949
RBMXL2	chr11	7088998	7091148	7089026	7089076	+	0.0
ALDH1B1	chr9	38392702	38398661	38392711	38392761	+	75.89602705433971
SPATA6L	chr9	4553386	4666674	4666378	4666428	-	1.92141840643898
PRR5L	chr11	36296288	36465204	36376201	36376237	+	0.0
ZNF597	chr16	3432414	3443504	3443492	3443542	-	7.589602705433969
SUCLA2	chr13	47745736	48037968	48001304	48001354	-	50.7254459299891
OTP	chr5	77628712	77638713	77636943	77636993	-	0.0
NUBP2	chr16	1782932	1789186	1782955	1783005	+	211.740308389576
SLC4A4	chr4	71062667	71572087	71187326	71187376	+	0.096070920321949
CLCN2	chr3	184346185	184361650	184361436	184361486	-	0.096070920321949
POU6F2	chr7	38977909	39493095	39013080	39013130	+	0.0
PRDM11	chr11	45095806	45235110	45146674	45146724	+	0.0
GREP1	chr16	2988256	3002016	2989053	2989103	+	0.0
ALG8	chr11	78095244	78139660	78139599	78139649	-	407.436773085386
GPR107	chr9	130053426	130140169	130107518	130107539	+	0.0
NXPE3	chr3	101779202	101828231	101779494	101779544	+	0.96070920321949
B3GLCT	chr13	31199975	31332276	31260406	31260456	+	0.0
CKAP4	chr12	106237881	106304279	106304229	106304279	-	0.0
STEAP2	chr7	90167590	90238137	90211743	90211793	+	6.43675166157058
FGG	chr4	154604134	154612967	154612609	154612659	-	0.96070920321949
LY6K	chr8	142700111	142705127	142701598	142701648	+	0.0
UEVLD	chr11	18529609	18588747	18588667	18588717	-	72.43747392274959
NEMP1	chr12	57055643	57088063	57078719	57078769	-	168.220181483733
HOXA3	chr7	27106184	27152583	27140169	27140219	-	0.0
SUMF2	chr7	56064002	56080670	56064264	56064314	+	355.846688872499
ABCB8	chr7	151028422	151047782	151037687	151037737	+	0.0
METTL27	chr7	73834590	73842516	73842489	73842535	-	14.7949217295802
CTSW	chr11	65879809	65883741	65879841	65879891	+	0.0
GDF5	chr20	35433347	35454746	35454696	35454746	-	4.32319141448771
USP20	chr9	129834698	129881828	129875596	129875641	+	0.0
AADAC	chr3	151814073	151828488	151814036	151814086	+	0.0
HS3ST3B1	chr17	14301081	14349404	14301082	14301132	+	4.80354601609745
GPD1	chr12	50103982	50111313	50104346	50104396	+	0.0
SLC44A4	chr6	31855884	31871733	31878996	31879046	-	7.87781546639982
NKX2-3	chr10	99532942	99536524	99532952	99533002	+	0.0
SLC35G4	chr18	11609596	11610612	11609595	11609645	+	0.0
F13A1	chr6	6144084	6321013	6305604	6305654	-	0.0
CD276	chr15	73683966	73714514	73684501	73684551	+	0.96070920321949
LRRD1	chr7	92141643	92179531	92179481	92179531	-	0.0
FPGS	chr9	127794597	127814327	127807672	127807688	+	1.05678012354144
POLR2A	chr17	7484366	7514616	7498825	7498875	+	0.0
OR52L1	chr11	5985892	5986985	5986935	5986985	-	0.0
TAF3	chr10	7818497	8016631	7818503	7818553	+	177.779238055767
KLHL1	chr13	69700594	70108493	70108443	70108493	-	0.0
RCBTB1	chr13	49531946	49585558	49567273	49567323	-	0.096070920321949
FAM168A	chr11	73400487	73598189	73598048	73598098	-	27.9566378136872
MGAM2	chr7	142111749	142222324	142111748	142111798	+	0.0
PURA	chr5	140107777	140125619	140114122	140114172	+	0.288212760965847
KREMEN1	chr22	29073035	29168333	29142029	29142079	+	0.0
SEMA6A	chr5	116443555	116574823	116449596	116449646	-	0.288212760965847
ZNF705B	chr8	7462876	7466132	7926336	7926386	+	0.0
ACCS	chr11	44065925	44084237	44066267	44066317	+	5.86032613963889
PDGFA	chr7	497258	520296	519359	519409	-	0.0
ASIC5	chr4	155829729	155866277	155866223	155866273	-	0.0
ZDHHC13	chr11	19117099	19176422	19117128	19117178	+	317.802604425007
PSMD11	chr17	32444379	32483319	32444473	32444523	+	616.679237546591
GDAP1	chr8	74320613	74518007	74321513	74321563	+	0.0
MASP1	chr3	187217282	187291980	187285958	187286008	-	0.0
TMEM208	chr16	67227103	67229278	67227119	67227169	+	67.05750238472041
LRRN4CL	chr11	62686406	62689530	62689849	62689899	-	0.0
ANTKMT	chr16	720581	722590	721141	721191	+	63.4068074124864
RBP4	chr10	93591687	93601744	93601176	93601226	-	0.0
INO80	chr15	40978880	41116280	41116103	41116153	-	0.096070920321949
GSPT1	chr16	11868128	11916082	11886911	11886961	-	0.0
IMPDH1	chr7	128392277	128410252	128405898	128405948	-	0.480354601609745
UPK3B	chr7	76510525	76516522	76510524	76510574	+	6.43675166157058
GABRG2	chr5	162000057	162162977	162067999	162068049	+	0.288212760965847
F2RL2	chr5	76615482	76623413	76623384	76623434	-	0.0
OCIAD1	chr4	48805212	48861817	48805211	48805261	+	0.0
WDR4	chr21	42843094	42879568	42879518	42879568	-	117.78294831471
ZNF397	chr18	35241030	35267133	35241029	35241079	+	333.22198713668
TPO	chr2	1374066	1543711	1484664	1484714	+	0.0
SLC8B1	chr12	113298759	113359493	113334563	113334613	-	0.0
ZCCHC24	chr10	79382325	79445624	79445577	79445627	-	8.26209914768762
SLC26A6	chr3	48625723	48635493	48631297	48631347	-	0.288212760965847
CD38	chr4	15778275	15853232	15778311	15778361	+	0.480354601609745
NPIPA1	chr16	14922802	14952060	14945884	14945934	+	0.0
YBX2	chr17	7288263	7294639	7294567	7294615	-	52.74293525675
PARN	chr16	14435700	14632728	14584748	14584760	-	0.0
CCDC125	chr5	69281282	69332741	69332764	69332809	-	23.0570208772678
WSB2	chr12	118032687	118062430	118061161	118061211	-	42.7515595432673
LYRM7	chr5	131170944	131205428	131170943	131170993	+	66.8173250839155
BPIFB6	chr20	33031648	33044047	33031647	33031697	+	0.0
C8orf76	chr8	123219967	123241377	123231542	123231592	-	0.672496442253643
SRCIN1	chr17	38530031	38605952	38572770	38572820	-	0.0
UTP23	chr8	116766505	116849463	116766502	116766552	+	136.997132379099
POLH	chr6	43576185	43620523	43576149	43576199	+	37.0833752442723
ZKSCAN4	chr6	28241697	28252269	28252174	28252224	-	0.096070920321949
NDUFC1	chr4	139266880	139302551	139301183	139301233	-	1.05678012354144
DYNLRB2	chr16	80540734	80550811	80544698	80544748	+	0.0
SERINC4	chr15	43794162	43800220	43799083	43799133	-	0.0
MADD	chr11	47269161	47330031	47323670	47323720	+	0.096070920321949
NSMCE2	chr8	125091679	125367120	125091869	125091919	+	36.2187369613748
GDI2	chr10	5765223	5842132	5814279	5814329	-	0.0
CYLD	chr16	50742050	50801935	50749548	50749598	+	0.0
MDFIC	chr7	114922094	115019917	114922153	114922203	+	3.65069497223406
PDPK1	chr16	2537979	2603188	2557443	2557493	+	0.0
ABCB5	chr7	20615667	20777038	20647329	20647374	+	0.0
CCDC122	chr13	43823909	43879740	43879677	43879727	-	22.768808116301894
SAP130	chr2	127941217	128028120	128027263	128027313	-	20.1748932676093
WNK4	chr17	42780610	42797066	42793714	42793729	+	0.0
ADPRH	chr3	119579268	119589945	119582064	119582114	+	0.0
ZBTB6	chr9	122908056	122913323	122913280	122913330	-	46.0179708342136
SLX1A	chr16	30193875	30197561	30193886	30193936	+	0.0
TRAPPC2L	chr16	88856220	88862686	88857097	88857147	+	70.22784275534471
CBLIF	chr11	59829273	59845499	59841271	59841321	-	0.0
TNFAIP6	chr2	151357592	151380046	151366141	151366191	+	0.0
TMIE	chr3	46694528	46710886	46701332	46701382	+	0.0
CENPN	chr16	81006552	81033114	81007206	81007256	+	112.306905856358
PALS2	chr7	24573268	24694193	24574012	24574062	+	0.0
NALF1	chr13	107163510	107867496	107866685	107866735	-	0.096070920321949
MSANTD3	chr9	100427143	100451734	100429513	100429563	+	0.0
OR52H1	chr11	5544489	5548540	5545473	5545523	-	0.0
TCERG1	chr5	146447311	146511961	146447310	146447360	+	1138.34433489477
MFSD4B	chr6	111259327	111445354	111259347	111259397	+	19.790609586321494
TJP2	chr9	69121264	69274615	69121263	69121313	+	43.03977230423321
INPPL1	chr11	72223701	72239147	72237205	72237255	+	0.0
PLAC8	chr4	83090048	83137075	83109793	83109843	-	0.288212760965847
MRPS9	chr2	105038069	105099960	105089017	105089067	+	0.288212760965847
DRD2	chr11	113409605	113475691	113424457	113424507	-	0.0
GNAZ	chr22	23070519	23125032	23070573	23070623	+	0.0
ZNF783	chr7	149262171	149297302	149262214	149262264	+	37.5637298458821
POU5F1B	chr8	127322183	127420066	127414289	127414339	+	0.0
PTPN1	chr20	50510321	50585241	50510353	50510403	+	102.075352842071
CHMP5	chr9	33264879	33282070	33277792	33277842	+	0.096070920321949
NHLRC2	chr10	113854661	113917194	113854823	113854873	+	5.86032613963889
KDM8	chr16	27203508	27221768	27214611	27214661	+	0.0
NKX6-3	chr8	41645177	41650817	41647309	41647359	-	0.0
IGSF6	chr16	21639550	21652608	21652558	21652608	-	0.0
ALG12	chr22	49900229	49918438	49907868	49907918	-	0.0
CLRN2	chr4	17515165	17527104	17515164	17515214	+	0.0
CUTC	chr10	99702558	99756134	99732280	99732330	+	20.1748932676093
MRPL11	chr11	66435075	66466738	66438798	66438848	-	104.909444991568
NDUFB2	chr7	140690777	140722790	140696671	140696721	+	493.324175853208
STX1B	chr16	30989256	31010638	31010366	31010396	-	0.0
OSBPL8	chr12	76351797	76559809	76559759	76559809	-	41.5987084994039
CDK10	chr16	89680737	89696354	89690605	89690624	+	0.096070920321949
