gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end	gex	gex_rank	gex_group	gene_length	gene_center	TSS_center
TM2D3	chr15	101621444	101652391	-	101651948	101651998	0.0	0.2901314173421763	gex=0	30948	101636917	101651973
OR2F2	chr7	143860031	143861144	+	143935165	143935215	0.0	0.2901314173421763	gex=0	1114	143860587	143935190
LRRIQ4	chr3	169812870	169837773	+	169821921	169821971	0.0	0.2901314173421763	gex=0	24904	169825321	169821946
INSL4	chr9	5231419	5235304	+	5231418	5231468	0.0	0.2901314173421763	gex=0	3886	5233361	5231443
OR14J1	chr6	29301701	29313017	+	29306689	29306739	0.0	0.2901314173421763	gex=0	11317	29307359	29306714
MMP11	chr22	23768226	23784316	+	23772818	23772868	0.0	0.2901314173421763	gex=0	16091	23776271	23772843
TEKT5	chr16	10627501	10694930	-	10690069	10690119	0.0	0.2901314173421763	gex=0	67430	10661215	10690094
MAD1L1	chr7	1815793	2233243	-	2230611	2230661	0.0	0.2901314173421763	gex=0	417451	2024518	2230636
PRMT8	chr12	3381349	3593973	+	3538213	3538263	0.0	0.2901314173421763	gex=0	212625	3487661	3538238
ZNF705G	chr8	7355517	7385558	-	7385508	7385558	0.0	0.2901314173421763	gex=0	30042	7370537	7385533
TIMM50	chr19	39480412	39493785	+	39480483	39480533	0.0	0.2901314173421763	gex=0	13374	39487098	39480508
RET	chr10	43077064	43130351	+	43077026	43077123	0.0	0.2901314173421763	gex=0	53288	43103707	43077074
MS4A3	chr11	60056587	60071115	+	60061160	60061210	0.0	0.2901314173421763	gex=0	14529	60063851	60061185
THAP12	chr11	76349898	76381132	-	76368593	76368643	0.0	0.2901314173421763	gex=0	31235	76365515	76368618
POTEH	chr22	15690026	15721631	+	15690245	15690295	0.0	0.2901314173421763	gex=0	31606	15705828	15690270
IFNA13	chr9	21367424	21368962	-	21368912	21368962	0.0	0.2901314173421763	gex=0	1539	21368193	21368937
ZCCHC24	chr10	79382325	79445624	-	79445577	79445627	0.0	0.2901314173421763	gex=0	63300	79413974	79445602
BCLAF1	chr6	136256627	136289851	-	136269690	136269740	0.0	0.2901314173421763	gex=0	33225	136273239	136269715
KRTAP5-2	chr11	1597193	1598310	-	1598244	1598294	0.0	0.2901314173421763	gex=0	1118	1597751	1598269
TCEA2	chr20	64049836	64072347	+	64064325	64064352	0.0	0.2901314173421763	gex=0	22512	64061091	64064338
TAAR1	chr6	132643312	132659182	-	132645953	132646003	0.0	0.2901314173421763	gex=0	15871	132651247	132645978
KRTAP10-6	chr21	44591268	44592505	-	44592455	44592505	0.0	0.2901314173421763	gex=0	1238	44591886	44592480
ARSG	chr17	68259182	68422731	+	68347144	68347172	0.0	0.2901314173421763	gex=0	163550	68340956	68347158
KLK8	chr19	50996007	51002711	-	50997917	50997967	0.0	0.2901314173421763	gex=0	6705	50999359	50997942
PIK3C2G	chr12	18242961	18648416	+	18261539	18261577	0.0	0.2901314173421763	gex=0	405456	18445688	18261558
LYAR	chr4	4267701	4290154	-	4289988	4290038	0.0	0.2901314173421763	gex=0	22454	4278927	4290013
CASP5	chr11	104994235	105023168	-	105023129	105023143	0.0	0.2901314173421763	gex=0	28934	105008701	105023136
POC1B	chr12	89419718	89526047	-	89472645	89472695	0.0	0.2901314173421763	gex=0	106330	89472882	89472670
POLQ	chr3	121431431	121545988	-	121481571	121481596	0.0	0.2901314173421763	gex=0	114558	121488709	121481583
PITPNC1	chr17	67377281	67697256	+	67553185	67553235	0.0	0.2901314173421763	gex=0	319976	67537268	67553210
WFIKKN2	chr17	50834650	50842353	+	50835409	50835459	0.0	0.2901314173421763	gex=0	7704	50838501	50835434
EPB41L2	chr6	130839347	131063322	-	130881832	130881882	0.0	0.2901314173421763	gex=0	223976	130951334	130881857
RELN	chr7	103471381	103989658	-	103989466	103989516	0.0	0.2901314173421763	gex=0	518278	103730519	103989491
OR4X2	chr11	48245104	48246015	+	48245055	48245105	0.0	0.2901314173421763	gex=0	912	48245559	48245080
RRP1B	chr21	43659560	43696079	+	43686131	43686181	0.0	0.2901314173421763	gex=0	36520	43677819	43686156
NKAIN4	chr20	63240784	63272694	-	63253387	63253437	0.0	0.2901314173421763	gex=0	31911	63256739	63253412
CDH5	chr16	66366622	66404784	+	66366689	66366739	0.0	0.2901314173421763	gex=0	38163	66385703	66366714
CYP26B1	chr2	72129238	72147862	-	72147812	72147862	0.0	0.2901314173421763	gex=0	18625	72138550	72147837
PLGLB2	chr2	87748087	87759476	+	87748099	87748149	0.0	0.2901314173421763	gex=0	11390	87753781	87748124
TRIM43	chr2	95592001	95599778	+	95592017	95592067	0.0	0.2901314173421763	gex=0	7778	95595889	95592042
GDF7	chr2	20667144	20679243	+	20666663	20666713	0.0	0.2901314173421763	gex=0	12100	20673193	20666688
WNT8A	chr5	138083990	138092365	+	138084084	138084134	0.0	0.2901314173421763	gex=0	8376	138088177	138084109
ATP7B	chr13	51930436	52012125	-	52011444	52011494	0.0	0.2901314173421763	gex=0	81690	51971280	52011469
KRTAP12-2	chr21	44666189	44666927	-	44666877	44666927	0.0	0.2901314173421763	gex=0	739	44666558	44666902
TEX45	chr19	7492976	7508450	+	7498926	7498945	0.0	0.2901314173421763	gex=0	15475	7500713	7498935
BTNL2	chr6	32460601	32473766	-	32407073	32407123	0.0	0.2901314173421763	gex=0	13166	32467183	32407098
TAS2R40	chr7	143222037	143223079	+	143222036	143222086	0.0	0.2901314173421763	gex=0	1043	143222558	143222061
COX7A2L	chr2	42333546	42425088	-	42368960	42369010	0.0	0.2901314173421763	gex=0	91543	42379317	42368985
CLEC11A	chr19	50723364	50725708	+	50723328	50723378	0.0	0.2901314173421763	gex=0	2345	50724536	50723353
PCLO	chr7	82754012	83162930	-	82879412	82879462	0.0	0.2901314173421763	gex=0	408919	82958471	82879437
BTBD16	chr10	122271296	122338159	+	122331966	122332016	0.0	0.2901314173421763	gex=0	66864	122304727	122331991
CLIP1	chr12	122271432	122422669	-	122399964	122400014	0.0	0.2901314173421763	gex=0	151238	122347050	122399989
DMXL2	chr15	51447711	51622833	-	51459140	51459190	0.0	0.2901314173421763	gex=0	175123	51535272	51459165
C12orf50	chr12	87980035	88034037	-	88029362	88029412	0.0	0.2901314173421763	gex=0	54003	88007036	88029387
ZNF467	chr7	149764182	149773588	-	149773169	149773479	0.0	0.2901314173421763	gex=0	9407	149768885	149773324
ZNF335	chr20	45948660	45972203	-	45968808	45968858	0.0	0.2901314173421763	gex=0	23544	45960431	45968833
KRTAP13-4	chr21	30430230	30431026	+	30430229	30430279	0.0	0.2901314173421763	gex=0	797	30430628	30430254
RBBP6	chr16	24537693	24572863	+	24563279	24563329	0.0	0.2901314173421763	gex=0	35171	24555278	24563304
GOLGA8G	chr15	28531231	28544591	-	28532921	28532971	0.0	0.2901314173421763	gex=0	13361	28537911	28532946
URB1	chr21	32311018	32393012	-	32335580	32335630	0.0	0.2901314173421763	gex=0	81995	32352015	32335605
MBD3L4	chr19	7037749	7040179	-	7040129	7040179	0.0	0.2901314173421763	gex=0	2431	7038964	7040154
SLC25A17	chr22	40769630	40819399	-	40780205	40780255	0.0	0.2901314173421763	gex=0	49770	40794514	40780230
CORIN	chr4	47593999	47838106	-	47837899	47837949	0.0	0.2901314173421763	gex=0	244108	47716052	47837924
SPDYE18	chr7	77050391	77062558	-	77059390	77059440	0.0	0.2901314173421763	gex=0	12168	77056474	77059415
ODF1	chr8	102551589	102561018	+	102551571	102551621	0.0	0.2901314173421763	gex=0	9430	102556303	102551596
MEX3D	chr19	1554672	1568325	-	1567480	1567530	0.0	0.2901314173421763	gex=0	13654	1561498	1567505
DCAF4L2	chr8	87870747	87874015	-	87874018	87874068	0.0	0.2901314173421763	gex=0	3269	87872381	87874043
YJU2	chr19	4247080	4269088	+	4248014	4248064	0.0	0.2901314173421763	gex=0	22009	4258084	4248039
KY	chr3	134599923	134651636	-	134650972	134651022	0.0	0.2901314173421763	gex=0	51714	134625779	134650997
ZNF84	chr12	133037292	133063304	+	133037579	133037629	0.0	0.2901314173421763	gex=0	26013	133050298	133037604
GJD3	chr17	40360652	40364737	-	40363765	40363815	0.0	0.2901314173421763	gex=0	4086	40362694	40363790
ZNF260	chr19	36510687	36528271	-	36525249	36525299	0.0	0.2901314173421763	gex=0	17585	36519479	36525274
PYY	chr17	43952733	44004469	-	43953890	43953940	0.0	0.2901314173421763	gex=0	51737	43978601	43953915
OLFM1	chr9	135075422	135121180	+	135075665	135075715	0.0	0.2901314173421763	gex=0	45759	135098301	135075690
RARG	chr12	53210567	53232980	-	53232871	53232980	0.0	0.2901314173421763	gex=0	22414	53221773	53232925
SERPING1	chr11	57597387	57619171	+	57598232	57598282	0.0	0.2901314173421763	gex=0	21785	57608279	57598257
ANKRD62	chr18	12093843	12129764	+	12102705	12102755	0.0	0.2901314173421763	gex=0	35922	12111803	12102730
ASPHD1	chr16	29900375	29919864	+	29900374	29900907	0.0	0.2901314173421763	gex=0	19490	29910119	29900640
TRDMT1	chr10	17137336	17202054	-	17174610	17174660	0.0	0.2901314173421763	gex=0	64719	17169695	17174635
CXCR1	chr2	218162841	218166962	-	218166945	218166995	0.0	0.2901314173421763	gex=0	4122	218164901	218166970
M1AP	chr2	74557883	74648338	-	74648288	74648338	0.0	0.2901314173421763	gex=0	90456	74603110	74648313
CER1	chr9	14719724	14722733	-	14722667	14722717	0.0	0.2901314173421763	gex=0	3010	14721228	14722692
MBD2	chr18	54151606	54224669	-	54160069	54160113	0.0	0.2901314173421763	gex=0	73064	54188137	54160091
ZKSCAN8P1	chr6	28161769	28169594	+	28162417	28162467	0.0	0.2901314173421763	gex=0	7826	28165681	28162442
GCNT4	chr5	75025346	75052558	-	75030849	75030899	0.0	0.2901314173421763	gex=0	27213	75038952	75030874
SLC52A1	chr17	5032600	5052009	-	5035376	5035432	0.0	0.2901314173421763	gex=0	19410	5042304	5035404
ZIC1	chr3	147393422	147510293	+	147393894	147393942	0.0	0.2901314173421763	gex=0	116872	147451857	147393918
SPDYE17	chr7	77022306	77032361	-	77030522	77030572	0.0	0.2901314173421763	gex=0	10056	77027333	77030547
CNPY4	chr7	100119634	100125508	+	100119954	100120004	0.0	0.2901314173421763	gex=0	5875	100122571	100119979
CEP126	chr11	101915010	102001062	+	101915014	101915064	0.0	0.2901314173421763	gex=0	86053	101958036	101915039
LRP11	chr6	149818757	149864359	-	149836149	149864026	0.0	0.2901314173421763	gex=0	45603	149841558	149850087
ASIC1	chr12	50057548	50083611	+	50057547	50057597	0.0	0.2901314173421763	gex=0	26064	50070579	50057572
MAPK8IP2	chr22	50600793	50613981	+	50600684	50600734	0.0	0.2901314173421763	gex=0	13189	50607387	50600709
CYP27B1	chr12	57762334	57768986	-	57768936	57768986	0.0	0.2901314173421763	gex=0	6653	57765660	57768961
ABCC11	chr16	48165773	48247568	-	48247518	48247568	0.0	0.2901314173421763	gex=0	81796	48206670	48247543
SIGLEC11	chr19	49948985	49961172	-	49961122	49961172	0.0	0.2901314173421763	gex=0	12188	49955078	49961147
WDR90	chr16	649311	667833	+	666495	666545	0.0	0.2901314173421763	gex=0	18523	658572	666520
AGR3	chr7	16859412	16881987	-	16881943	16881981	0.0	0.2901314173421763	gex=0	22576	16870699	16881962
IL17F	chr6	52236681	52244500	-	52244487	52244537	0.0	0.2901314173421763	gex=0	7820	52240590	52244512
AGAP1	chr2	235494043	236131800	+	236040750	236040800	0.0	0.2901314173421763	gex=0	637758	235812921	236040775
HRG	chr3	186660216	186678234	+	186660215	186660265	0.0	0.2901314173421763	gex=0	18019	186669225	186660240
C10orf62	chr10	97589721	97590934	+	97589726	97589776	0.0	0.2901314173421763	gex=0	1214	97590327	97589751
DOCK1	chr10	126905409	127452517	+	126905408	126905505	0.0	0.2901314173421763	gex=0	547109	127178963	126905456
MRGPRF	chr11	69004395	69013382	-	69013196	69013246	0.0	0.2901314173421763	gex=0	8988	69008888	69013221
ADGRF3	chr2	26308173	26346817	-	26318999	26319102	0.0	0.2901314173421763	gex=0	38645	26327495	26319050
ARHGEF3	chr3	56727418	57079329	-	56977325	56977375	0.0	0.2901314173421763	gex=0	351912	56903373	56977350
AQP2	chr12	49950737	49958878	+	49950740	49950790	0.0	0.2901314173421763	gex=0	8142	49954807	49950765
CPNE8	chr12	38646822	38907430	-	38906219	38906269	0.0	0.2901314173421763	gex=0	260609	38777126	38906244
CCDC74B	chr2	130139287	130145134	-	130145033	130145083	0.0	0.2901314173421763	gex=0	5848	130142210	130145058
SNTG1	chr8	49909789	50796692	+	49910948	49910998	0.0	0.2901314173421763	gex=0	886904	50353240	49910973
PCIF1	chr20	45934683	45948023	+	45945006	45945030	0.0	0.2901314173421763	gex=0	13341	45941353	45945018
APBB1IP	chr10	26438341	26567803	+	26438424	26438455	0.0	0.2901314173421763	gex=0	129463	26503072	26438439
THEMIS	chr6	127708072	127918631	-	127918547	127918597	0.0	0.2901314173421763	gex=0	210560	127813351	127918572
CCDC183	chr9	136796338	136807741	+	136799886	136799936	0.0	0.2901314173421763	gex=0	11404	136802039	136799911
OR5H14	chr3	98147479	98156614	+	98149325	98149375	0.0	0.2901314173421763	gex=0	9136	98152046	98149350
OR5K2	chr3	98497681	98498631	+	98497603	98497653	0.0	0.2901314173421763	gex=0	951	98498156	98497628
VSTM4	chr10	49014236	49115522	-	49115459	49115509	0.0	0.2901314173421763	gex=0	101287	49064879	49115484
SCARA5	chr8	27869883	27992673	-	27992677	27992727	0.0	0.2901314173421763	gex=0	122791	27931278	27992702
SEC14L3	chr22	30447959	30472017	-	30471967	30472017	0.0	0.2901314173421763	gex=0	24059	30459988	30471992
OR9Q2	chr11	58189070	58194053	+	58190433	58190483	0.0	0.2901314173421763	gex=0	4984	58191561	58190458
TMEM158	chr3	45224466	45226287	-	45226228	45226278	0.0	0.2901314173421763	gex=0	1822	45225376	45226253
OMG	chr17	31272013	31297539	-	31297489	31297539	0.0	0.2901314173421763	gex=0	25527	31284776	31297514
NAP1L5	chr4	88695913	88697829	-	88698185	88698235	0.0	0.2901314173421763	gex=0	1917	88696871	88698210
EBF1	chr5	158695916	159099916	-	159073744	159073794	0.0	0.2901314173421763	gex=0	404001	158897916	159073769
C11orf53	chr11	111245725	111286401	+	111255981	111256031	0.0	0.2901314173421763	gex=0	40677	111266063	111256006
ABHD12	chr20	25294742	25390835	-	25309448	25390753	0.0	0.2901314173421763	gex=0	96094	25342788	25350100
C2CD4B	chr15	62163535	62165285	-	62165233	62165283	0.0	0.2901314173421763	gex=0	1751	62164410	62165258
TSPAN15	chr10	69451465	69507666	+	69505967	69506017	0.0	0.2901314173421763	gex=0	56202	69479565	69505992
SLC16A7	chr12	59596029	59789855	+	59689352	59689402	0.0	0.2901314173421763	gex=0	193827	59692942	59689377
THSD4	chr15	71096952	71783383	+	71547281	71547331	0.0	0.2901314173421763	gex=0	686432	71440167	71547306
NRCAM	chr7	108147623	108456717	-	108313245	108313295	0.0	0.2901314173421763	gex=0	309095	108302170	108313270
PLA2G7	chr6	46704201	46735693	-	46735292	46735342	0.0	0.2901314173421763	gex=0	31493	46719947	46735317
KRCC1	chr2	88027205	88064252	-	88055679	88055729	0.0	0.2901314173421763	gex=0	37048	88045728	88055704
RASGRP3	chr2	33436324	33564750	+	33436323	33436373	0.0	0.2901314173421763	gex=0	128427	33500537	33436348
CRACR2B	chr11	826144	831991	+	826143	826193	0.0	0.2901314173421763	gex=0	5848	829067	826168
OR2A25	chr7	144069811	144075870	+	144074181	144074231	0.0	0.2901314173421763	gex=0	6060	144072840	144074206
TRADD	chr16	67154185	67159909	-	67156199	67156249	0.0	0.2901314173421763	gex=0	5725	67157047	67156224
DPYS	chr8	104330324	104467055	-	104381361	104381411	0.0	0.2901314173421763	gex=0	136732	104398689	104381386
CCL18	chr17	36064636	36072388	+	36070373	36070423	0.0	0.2901314173421763	gex=0	7753	36068512	36070398
CDKN2B	chr9	22002903	22009305	-	22009313	22009363	0.0	0.2901314173421763	gex=0	6403	22006104	22009338
MYL3	chr3	46835111	46882172	-	46863433	46863483	0.0	0.2901314173421763	gex=0	47062	46858641	46863458
ADIPOR2	chr12	1688574	1788674	+	1688573	1688623	0.0	0.2901314173421763	gex=0	100101	1738624	1688598
C8orf58	chr8	22599599	22604150	+	22599824	22599874	0.0	0.2901314173421763	gex=0	4552	22601874	22599849
FRS2	chr12	69470349	69579793	+	69557788	69557838	0.0	0.2901314173421763	gex=0	109445	69525071	69557813
TEP1	chr14	20365667	20413501	-	20373050	20373100	0.0	0.2901314173421763	gex=0	47835	20389584	20373075
FOXP4	chr6	41546381	41602384	+	41546425	41546475	0.0	0.2901314173421763	gex=0	56004	41574382	41546450
JAKMIP2	chr5	147585438	147782775	-	147661396	147661446	0.0	0.2901314173421763	gex=0	197338	147684106	147661421
PPP3R2	chr9	101591604	101595021	-	101594951	101595001	0.0	0.2901314173421763	gex=0	3418	101593312	101594976
SLC37A4	chr11	119024114	119030906	-	119029614	119029664	0.0	0.2901314173421763	gex=0	6793	119027510	119029639
MYOM1	chr18	3066807	3219968	-	3075601	3075651	0.0	0.2901314173421763	gex=0	153162	3143387	3075626
CRABP1	chr15	78340353	78348225	+	78340323	78340373	0.0	0.2901314173421763	gex=0	7873	78344289	78340348
WDHD1	chr14	54938949	55027105	-	54944557	54944607	0.0	0.2901314173421763	gex=0	88157	54983027	54944582
HERC2	chr15	28320122	28322152	-	28229466	28229516	0.0	0.2901314173421763	gex=0	2031	28321137	28229491
ATXN7L3	chr17	44191805	44200113	-	44195243	44195293	0.0	0.2901314173421763	gex=0	8309	44195959	44195268
HOXA7	chr7	27153716	27157936	-	27157886	27157936	0.0	0.2901314173421763	gex=0	4221	27155826	27157911
RAD51AP2	chr2	17510579	17518440	-	17518389	17518439	0.0	0.2901314173421763	gex=0	7862	17514509	17518414
SHROOM1	chr5	132822141	132830659	-	132826628	132826678	0.0	0.2901314173421763	gex=0	8519	132826400	132826653
CES4A	chr16	66988589	67009758	+	66988588	66988638	0.0	0.2901314173421763	gex=0	21170	66999173	66988613
DPYSL2	chr8	26514031	26658178	+	26619507	26619557	0.0	0.2901314173421763	gex=0	144148	26586104	26619532
ADRA2A	chr10	111077029	111080907	+	111077162	111077212	0.0	0.2901314173421763	gex=0	3879	111078968	111077187
RAPGEF1	chr9	131576770	131740076	-	131737488	131737538	0.0	0.2901314173421763	gex=0	163307	131658423	131737513
DEFB131A	chr4	9444414	9450666	+	9444533	9444583	0.0	0.2901314173421763	gex=0	6253	9447540	9444558
PFDN5	chr12	53295291	53299452	+	53297787	53297837	0.0	0.2901314173421763	gex=0	4162	53297371	53297812
NOS2	chr17	27756766	27800529	-	27800449	27800499	0.0	0.2901314173421763	gex=0	43764	27778647	27800474
JAZF1	chr7	27830573	28180795	-	28071634	28071684	0.0	0.2901314173421763	gex=0	350223	28005684	28071659
RARRES1	chr3	158696892	158732489	-	158732439	158732489	0.0	0.2901314173421763	gex=0	35598	158714690	158732464
NPAP1	chr15	24675775	24683393	+	24675867	24675917	0.0	0.2901314173421763	gex=0	7619	24679584	24675892
FBLN2	chr3	13549125	13638422	+	13549130	13549180	0.0	0.2901314173421763	gex=0	89298	13593773	13549155
SLC6A12	chr12	190077	214570	-	213667	213717	0.0	0.2901314173421763	gex=0	24494	202323	213692
ADH1B	chr4	99304971	99352760	-	99321351	99321401	0.0	0.2901314173421763	gex=0	47790	99328865	99321376
KCNK10	chr14	88180103	88326907	-	88323675	88323725	0.0	0.2901314173421763	gex=0	146805	88253505	88323700
DEFB135	chr8	11982256	11984590	+	11982320	11982370	0.0	0.2901314173421763	gex=0	2335	11983423	11982345
FIGLA	chr2	70777310	70790643	-	70790593	70790643	0.0	0.2901314173421763	gex=0	13334	70783976	70790618
UCP2	chr11	73974672	73982843	-	73977014	73977064	0.0	0.2901314173421763	gex=0	8172	73978757	73977039
SFTPA2	chr10	79555852	79560407	-	79560363	79560395	0.0	0.2901314173421763	gex=0	4556	79558129	79560379
SNAP25	chr20	10172395	10308258	+	10218829	10219115	0.0	0.2901314173421763	gex=0	135864	10240326	10218972
DIP2A	chr21	46458891	46570015	+	46561284	46561334	0.0	0.2901314173421763	gex=0	111125	46514453	46561309
KRTAP15-1	chr21	30440275	30440869	+	30440274	30440324	0.0	0.2901314173421763	gex=0	595	30440572	30440299
TRPM4	chr19	49157741	49211836	+	49157765	49157815	0.0	0.2901314173421763	gex=0	54096	49184788	49157790
MEOX2	chr7	15611212	15686683	-	15686762	15686812	0.0	0.2901314173421763	gex=0	75472	15648947	15686787
CD3G	chr11	118344344	118355161	+	118344385	118344435	0.0	0.2901314173421763	gex=0	10818	118349752	118344410
FCGBP	chr19	39863323	39934626	-	39887242	39887292	0.0	0.2901314173421763	gex=0	71304	39898974	39887267
PNP	chr14	20468954	20477089	+	20468953	20469003	0.0	0.2901314173421763	gex=0	8136	20473021	20468978
FAM237A	chr2	206642487	206649365	+	206642417	206642467	0.0	0.2901314173421763	gex=0	6879	206645926	206642442
ALX4	chr11	44260440	44310139	-	44310116	44310166	0.0	0.2901314173421763	gex=0	49700	44285289	44310141
USP34	chr2	61187463	61471087	-	61191299	61191349	0.0	0.2901314173421763	gex=0	283625	61329275	61191324
WFDC11	chr20	45648563	45670270	-	45670220	45670270	0.0	0.2901314173421763	gex=0	21708	45659416	45670245
PRSS21	chr16	2817180	2826304	+	2817278	2817328	0.0	0.2901314173421763	gex=0	9125	2821742	2817303
JMJD1C	chr10	63167221	63521850	-	63193287	63193337	0.0	0.2901314173421763	gex=0	354630	63344535	63193312
ESYT3	chr3	138434586	138481686	+	138473535	138473585	0.0	0.2901314173421763	gex=0	47101	138458136	138473560
PPIL6	chr6	109390215	109441171	-	109440478	109440623	0.0	0.2901314173421763	gex=0	50957	109415693	109440550
MSMP	chr9	35752990	35756613	-	35756563	35756613	0.0	0.2901314173421763	gex=0	3624	35754801	35756588
PGGHG	chr11	289126	296107	+	289558	289608	0.0	0.2901314173421763	gex=0	6982	292616	289583
SLC17A7	chr19	49429401	49442360	-	49442310	49442360	0.0	0.2901314173421763	gex=0	12960	49435880	49442335
FAM151B	chr5	80487969	80542563	+	80488123	80488148	0.0	0.2901314173421763	gex=0	54595	80515266	80488135
FEM1C	chr5	115520908	115544775	-	115544844	115544894	0.0	0.2901314173421763	gex=0	23868	115532841	115544869
CCDC81	chr11	86374736	86423109	+	86374886	86374941	0.0	0.2901314173421763	gex=0	48374	86398922	86374913
MYMX	chr6	44216926	44218234	+	44216938	44216968	0.0	0.2901314173421763	gex=0	1309	44217580	44216953
ACR	chr22	50738219	50745356	+	50738229	50738279	0.0	0.2901314173421763	gex=0	7138	50741787	50738254
KIF2A	chr5	62306162	62391025	+	62311812	62311862	0.0	0.2901314173421763	gex=0	84864	62348593	62311837
FRMD5	chr15	43870761	44195271	-	44195160	44195252	0.0	0.2901314173421763	gex=0	324511	44033016	44195206
PDZRN4	chr12	41188320	41574745	+	41437682	41437732	0.0	0.2901314173421763	gex=0	386426	41381532	41437707
LRRFIP1	chr2	237627587	237813682	+	237683403	237683453	0.0	0.2901314173421763	gex=0	186096	237720634	237683428
DIRAS2	chr9	90609832	90642862	-	90643054	90643104	0.0	0.2901314173421763	gex=0	33031	90626347	90643079
SLC22A6	chr11	62936385	62984967	-	62984933	62984983	0.0	0.2901314173421763	gex=0	48583	62960676	62984958
GALP	chr19	56176008	56185775	+	56176019	56176062	0.0	0.2901314173421763	gex=0	9768	56180891	56176040
KRT17	chr17	41619442	41624842	-	41624792	41624842	0.0	0.2901314173421763	gex=0	5401	41622142	41624817
TRMT2A	chr22	20111875	20117392	-	20116050	20116100	0.0	0.2901314173421763	gex=0	5518	20114633	20116075
FBP1	chr9	94603133	94640249	-	94639457	94640137	0.0	0.2901314173421763	gex=0	37117	94621691	94639797
C9orf57	chr9	72051376	72072721	-	72072671	72072721	0.0	0.2901314173421763	gex=0	21346	72062048	72072696
KRT16	chr17	41609778	41615899	-	41612715	41612765	0.0	0.2901314173421763	gex=0	6122	41612838	41612740
OR51A7	chr11	4903783	4909462	+	4907369	4907419	0.0	0.2901314173421763	gex=0	5680	4906622	4907394
MAN2A1	chr5	109689927	109869625	+	109804175	109804225	0.0	0.2901314173421763	gex=0	179699	109779776	109804200
KIF15	chr3	44761717	44873372	+	44761861	44761884	0.0	0.2901314173421763	gex=0	111656	44817544	44761872
PHACTR3	chr20	59577509	59847711	+	59628608	59628658	0.0	0.2901314173421763	gex=0	270203	59712610	59628633
AMOTL1	chr11	94706431	94876748	+	94864827	94864860	0.0	0.2901314173421763	gex=0	170318	94791589	94864843
STXBP5	chr6	147204417	147390476	+	147327200	147327250	0.0	0.2901314173421763	gex=0	186060	147297446	147327225
EWSR1	chr22	29268009	29300525	+	29295525	29295575	0.0	0.2901314173421763	gex=0	32517	29284267	29295550
UBD	chr6	29555562	29559875	-	29559875	29559925	0.0	0.2901314173421763	gex=0	4314	29557718	29559900
OR5AC2	chr3	98087173	98088102	+	98087172	98087222	0.0	0.2901314173421763	gex=0	930	98087637	98087197
TBX1	chr22	19756703	19783593	+	19761196	19761246	0.0	0.2901314173421763	gex=0	26891	19770148	19761221
PEAK1	chr15	77100656	77420144	-	77179758	77179808	0.0	0.2901314173421763	gex=0	319489	77260400	77179783
SHBG	chr17	7613946	7633382	+	7627968	7628018	0.0	0.2901314173421763	gex=0	19437	7623664	7627993
UVRAG	chr11	75815210	76144232	+	75979525	75979575	0.0	0.2901314173421763	gex=0	329023	75979721	75979550
OR4A15	chr11	55367974	55368918	+	55367883	55367933	0.0	0.2901314173421763	gex=0	945	55368446	55367908
CCDC39	chr3	180602858	180684942	-	180870955	180871005	0.0	0.2901314173421763	gex=0	82085	180643900	180870980
ARMS2	chr10	122454653	122457352	+	122454652	122454702	0.0	0.2901314173421763	gex=0	2700	122456002	122454677
HLF	chr17	55264960	55325187	+	55267614	55267664	0.0	0.2901314173421763	gex=0	60228	55295073	55267639
MFNG	chr22	37469063	37486393	-	37481321	37481371	0.0	0.2901314173421763	gex=0	17331	37477728	37481346
GFI1B	chr9	132944000	132991687	+	132978694	132978744	0.0	0.2901314173421763	gex=0	47688	132967843	132978719
NADK2	chr5	36192589	36242279	-	36207213	36207263	0.0	0.2901314173421763	gex=0	49691	36217434	36207238
IL6	chr7	22725884	22732002	+	22727199	22727249	0.0	0.2901314173421763	gex=0	6119	22728943	22727224
MARCHF4	chr2	216257865	216372483	-	216371977	216372027	0.0	0.2901314173421763	gex=0	114619	216315174	216372002
OR5H1	chr3	98130721	98138548	+	98132697	98132747	0.0	0.2901314173421763	gex=0	7828	98134634	98132722
GALNS	chr16	88813734	88856970	-	88838872	88838922	0.0	0.2901314173421763	gex=0	43237	88835352	88838897
OR52N1	chr11	5786471	5791265	-	5788766	5788816	0.0	0.2901314173421763	gex=0	4795	5788868	5788791
TBC1D12	chr10	94402541	94536332	+	94534338	94534388	0.0	0.2901314173421763	gex=0	133792	94469436	94534363
BCL3	chr19	44747705	44760044	+	44747835	44747885	0.0	0.2901314173421763	gex=0	12340	44753874	44747860
ADCY5	chr3	123282296	123449090	-	123419159	123419209	0.0	0.2901314173421763	gex=0	166795	123365693	123419184
CARD6	chr5	40841308	40860175	+	40841183	40841233	0.0	0.2901314173421763	gex=0	18868	40850741	40841208
TBC1D3E	chr17	38127951	38138868	+	38127950	38128000	0.0	0.2901314173421763	gex=0	10918	38133409	38127975
POU2AF1	chr11	111352255	111455630	-	111397995	111398045	0.0	0.2901314173421763	gex=0	103376	111403942	111398020
PRND	chr20	4721909	4728460	+	4721909	4721959	0.0	0.2901314173421763	gex=0	6552	4725184	4721934
AMN	chr14	102922663	102933596	+	102928808	102928858	0.0	0.2901314173421763	gex=0	10934	102928129	102928833
