gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	DNase_gene_z_mean	DNase_gene_z_std	DNase_tss_z_mean	DNase_tss_z_std	H3K27ac_gene_z_mean	H3K27ac_gene_z_std	H3K27ac_tss_z_mean	H3K27ac_tss_z_std	H3K4me3_gene_z_mean	H3K4me3_gene_z_std	H3K4me3_tss_z_mean	H3K4me3_tss_z_std	H3K27me3_gene_z_mean	H3K27me3_gene_z_std	H3K27me3_tss_z_mean	H3K27me3_tss_z_std	H3K36me3_gene_z_mean	H3K36me3_gene_z_std	H3K36me3_tss_z_mean	H3K36me3_tss_z_std	H3K4me1_gene_z_mean	H3K4me1_gene_z_std	H3K4me1_tss_z_mean	H3K4me1_tss_z_std	H3K9me3_gene_z_mean	H3K9me3_gene_z_std	H3K9me3_tss_z_mean	H3K9me3_tss_z_std
TP73	chr1	3652516	3736201	3690706	3690756	+		0.03495384	0.048933625	0.049325664	0.025887597	-0.08655556	0.044275384	-0.08693639	0.008646966	-0.072257176	0.022939319	-0.06856713	0.012460055	0.10660305	1.1266711	-0.1965304	0.07352525	-0.3058208	0.2888235	-0.18322021	0.31907716	-0.1640347	0.19815907	-0.17658024	0.031467047	-0.4156453	0.29401138	-0.3482992	0.20178476
CHML	chr1	241628851	241640369	241635880	241635930	-		0.018989272	0.08483571	-0.000326587	0.006107643	0.04601774	0.5005673	-0.08006722	0.019302426	1.1295906	3.7573068	-0.060304653	0.02721238	-0.26433644	0.081011266	-0.2640369	0.010223172	1.1182071	1.7942059	0.66298133	0.89904344	0.46240363	1.2238321	0.33737412	0.31903443	-0.45029542	0.35962918	-0.36699104	0.3100325
C1orf116	chr1	207018522	207032756	207032706	207032756	-		0.0020071773	0.0116770435	-0.0028008223	0.007361443	-0.094784655	0.013204678	-0.09510238	0.0077893427	-0.076534756	0.027701985	-0.07499095	0.022740787	0.7376903	1.39135	2.1866465	1.981515	-0.31524384	0.25919783	-0.27367932	0.29278594	-0.19210573	0.061195344	-0.20550147	0.028573953	-0.43342957	0.41249523	-0.25617272	0.44131243
SELENBP1	chr1	151364304	151372707	151372683	151372733	-		0.012996984	0.021532908	0.020967077	0.05602811	-0.08510511	0.03377186	-0.09893547	0.013022517	-0.050131373	0.118434526	-0.084742956	0.01800428	-0.24091889	0.11138857	-0.28625217	0.09561493	-0.16978742	0.4298929	-0.47228688	0.27446935	0.20095155	1.3142283	-0.099644646	0.20986308	-0.4414297	0.3534245	-0.66882014	0.2814322
SLC35F3	chr1	233904676	234324511	233904932	233904982	+		-0.0008974253	0.01572745	0.036254052	0.043928675	-0.08582772	0.019619923	-0.083067015	0.008272543	-0.06584178	0.027871521	-0.03233584	0.070204884	-0.077292494	0.50619835	2.1296391	1.2569827	-0.2202921	0.3465156	-0.23046961	0.26374105	-0.15647371	0.2335862	-0.12534377	0.09051785	0.26175845	1.1655713	-0.05809655	0.32704088
DMBX1	chr1	46489836	46516216	46506996	46507046	+		0.018913848	0.034138303	-6.012119e-05	0.013864101	-0.09267181	0.012543731	-0.09029677	0.008039209	-0.07567087	0.020479394	-0.07299128	0.011574194	3.3810425	5.933297	0.40335268	0.85658914	-0.30496544	0.26585153	-0.13826087	0.35159576	-0.17680885	0.11384932	-0.17845722	0.05144624	-0.42639276	0.354585	-0.19709072	0.58394223
LPAR3	chr1	84811602	84893206	84866109	84866159	-		0.00012527619	0.020529639	-0.0022222348	0.006174642	-0.0031858284	0.8818228	-0.094533205	0.0075157844	-0.067699336	0.043708332	-0.0758864	0.01562163	0.99535835	1.6368463	2.0735593	1.1478817	-0.2471339	0.3522187	-0.245399	0.29532957	-0.0007186859	0.995991	-0.18502691	0.056832872	-0.32150334	0.459615	-0.43903545	0.36230126
TNR	chr1	175315194	175743616	175743566	175743616	-		0.00061624934	0.021358334	0.041834407	0.056562055	0.16553278	1.7938776	-0.07204802	0.021326425	-0.07031653	0.05001415	-0.050195053	0.038946457	0.30160865	0.89772713	0.22192425	0.46101332	-0.27480745	0.33119085	-0.095959626	0.261186	0.19874004	1.6426488	0.12198627	0.2891127	-0.34754932	0.45449093	-0.14996411	0.3835632
PLCH2	chr1	2425980	2505532	2498646	2498696	+		0.056774504	0.087322325	0.044537053	0.026678745	-0.003764878	0.59479743	-0.09024057	0.007925383	-0.06535223	0.024706505	-0.07251645	0.011082293	-0.05154455	0.594591	-0.23929994	0.050363783	-0.23772995	0.27950415	-0.40602073	0.08695802	-0.06676887	0.5369903	-0.18780446	0.028829094	-0.26770294	0.45336807	-0.42571586	0.16845588
AMY2A	chr1	103617427	103625780	103621561	103621611	+		-0.01025431	0.004708877	-0.011555807	0.0	-0.07913498	0.0019699256	-0.07892369	1.0940946e-08	-0.058141623	0.0062955166	-0.05806409	2.8934328e-09	-0.1747037	0.011768829	-0.17358348	0.0	-0.24938512	0.15955023	-0.29283834	0.0	-0.15001811	0.0068540494	-0.14934409	4.233541e-08	-0.13123114	0.27783275	-0.18052325	7.608344e-08
LRRIQ3	chr1	74026015	74198187	74198105	74198155	-		-0.0075519085	0.017587958	0.15813881	0.2326	-0.06796033	0.26169628	2.0812726	2.743454	-0.034109365	0.4671296	12.644295	10.891655	-0.12774578	0.23009469	0.012412776	0.3913727	-0.11404264	0.38445315	-0.3560968	0.31662074	-0.14487432	0.1164861	0.9040511	1.3934884	0.45488095	1.205661	-0.5926312	0.23110974
PALMD	chr1	99646113	99694541	99646192	99646242	+		-0.0025763612	0.021960283	0.027910179	0.024285985	2.4799335	5.1656523	9.222928	6.5599313	1.494084	6.9703326	6.50024	6.6870227	-0.27905098	0.09677949	-0.3503884	0.003951253	2.958415	3.5153408	-0.56972253	0.039096754	3.170066	4.0710816	1.6793435	1.7436785	-0.50212944	0.3407344	-0.8317994	0.10234628
SMG7	chr1	183472216	183598246	183472477	183472527	+		-0.0015093099	0.022799082	0.25177914	0.120942935	-0.041381974	0.50988513	8.580954	6.84193	-0.0033575625	0.6974692	2.8053186	2.097175	-0.11285744	0.45978066	-0.34184635	0.01530892	0.7217061	2.0451708	-0.59153193	0.029131174	0.08308799	0.9199734	0.030083798	0.45845994	-0.35465705	0.4009085	-0.8501466	0.058852557
KAZN	chr1	13892792	15118043	14929799	14929849	+		0.0015961248	0.025803363	0.009303929	0.011059652	-0.07943293	0.25425997	-0.09603545	0.007114655	-0.0648224	0.053125467	-0.077123046	0.017445775	-0.18137825	0.24041402	-0.15786882	0.15413456	-0.20911187	0.36626118	-0.32769403	0.18204303	-0.14529975	0.51407915	-0.204662	0.029395362	1.0118014	1.7480432	-0.36429262	0.3860485
PPIAL4G	chr1	148482548	148483302	148483629	148483679	-		-0.008407103	0.0039058158	-0.011555807	0.0	-0.078923695	5.470473e-09	-0.07892369	1.0940946e-08	-0.058064096	0.0	-0.05806409	2.8934328e-09	-0.17358346	1.3771103e-08	-0.17358348	0.0	-0.29283834	0.0	-0.29283834	0.0	-0.14934413	0.0	-0.14934409	4.233541e-08	-0.18052325	7.608344e-08	-0.18052325	7.608344e-08
LENEP	chr1	154993586	154994315	154993585	154993635	+		0.005385533	0.009128225	0.0345792	0.030539017	-0.07213244	0.03583768	-0.08921703	0.02989679	-0.083175056	0.015012396	-0.092658445	0.005775445	-0.32356054	0.0144673	-0.32900035	0.02269304	-0.090997145	0.5149726	0.08114949	0.6351517	0.3139219	0.32739913	-0.21058129	0.037711915	-0.65884036	0.23883119	-0.7275626	0.13042207
TSSK3	chr1	32351521	32364312	32351520	32351570	+		0.046084877	0.11315621	0.18398502	0.2455359	0.032551426	0.64261836	0.21382485	0.4029398	0.025097867	0.49158224	0.099093474	0.26745516	-0.20534584	0.16155066	-0.2899666	0.032167636	-0.035122678	0.72099924	-0.3679322	0.16125207	0.18298244	0.7787899	0.6123404	0.9375458	-0.45863342	0.30952132	-0.2483861	0.5372184
OR14A16	chr1	247814660	247824119	247815679	247815729	-		-0.0071613532	0.006482854	-0.008723758	0.0054730065	-0.080228224	0.019055791	-0.08327458	0.009321656	-0.056420486	0.031015854	-0.067677744	0.013237382	-0.16961908	0.10721535	-0.21493317	0.05872881	-0.15433219	0.32842013	-0.27159786	0.19416441	-0.16243306	0.030089537	-0.17374046	0.033491656	1.0407254	1.6829916	0.39419407	0.6608623
NBL1	chr1	19596979	19658456	19645765	19645815	+		0.02425189	0.087226994	0.26494974	0.11588003	0.12302399	1.4222529	0.06008333	0.16327895	0.1210625	1.3749382	1.221936	1.1082151	-0.21961726	0.20431224	-0.3473298	0.010095851	0.4127331	1.4880252	-0.5526446	0.107918054	0.020160122	0.61644375	0.3162722	0.38562936	-0.4271	0.3421078	-0.8744831	0.034221288
FCER1A	chr1	159289714	159308224	159302335	159302385	+		-0.0044392245	0.01628774	-0.007901551	0.0049373335	-0.07901381	0.023725249	-0.08154227	0.006464544	-0.057818066	0.039606195	-0.061924074	0.009256224	-0.17020822	0.1456585	-0.14561836	0.12716496	-0.08360188	0.46450597	0.11194565	0.2909424	-0.13257524	0.14478801	0.019799467	0.31692958	-0.1660216	0.5205387	0.012523714	0.47912896
IFI44L	chr1	78619902	78646145	78625669	78625719	+		-0.006648964	0.0075351577	-0.005846032	0.00570216	-0.069044575	0.08029226	-0.04436244	0.0879118	-0.008851028	0.33436814	-0.062809214	0.0231985	-0.21856092	0.16055226	-0.23086067	0.026376061	-0.17548288	0.4810829	-0.25991645	0.21102215	-0.012832287	0.70559496	-0.18297619	0.0152659835	-0.3293557	0.48804265	-0.2254856	0.39045686
ASB17	chr1	75918873	75932404	75932381	75932431	-		-0.003396116	0.008414514	-0.009119637	0.0036795435	-0.0801805	0.01832127	-0.06811797	0.025551239	-0.05908355	0.02825775	-0.04286789	0.04667988	0.49971682	0.9123915	-0.14800906	0.116352364	-0.08507808	0.4052324	-0.01889782	0.33068568	-0.1649653	0.03533241	-0.13303599	0.05145793	-0.2205824	0.37718987	-0.105905786	0.41984087
SDHC	chr1	161314381	161363206	161323613	161323663	+		-0.0017466154	0.02791686	-0.007916784	0.00756496	0.10898579	1.8494471	-0.07945737	0.0034572822	0.15976562	1.6934893	-0.05969869	0.0029768057	-0.2089041	0.09770122	-0.110294916	0.13919185	0.7313249	1.4887747	0.070833184	0.2956632	-0.10520333	0.42942157	-0.15022771	0.0133287115	-0.2984533	0.37578294	-0.19479726	0.2851489
PLA2G2D	chr1	20111939	20119566	20119516	20119566	-		-0.0007585136	0.010732553	-0.0024201586	0.012743612	-0.09184753	0.013033806	-0.07226004	0.02062671	-0.07490262	0.020005167	-0.06015454	0.0054601426	0.28947312	0.6815221	0.65049404	0.67969775	-0.24123147	0.38508162	-0.10892283	0.29087755	-0.17863727	0.10740311	-0.15266797	0.015607657	-0.37120014	0.38742566	-0.065070815	0.4362334
FAM72D	chr1	145095974	145112696	145095999	145096049	+		-0.0112116225	0.0025102242	-0.008145165	0.0136748785	-0.07892369	1.0940946e-08	-0.07892369	1.0940946e-08	-0.058064096	0.0	-0.05806409	2.8934328e-09	-0.17358348	0.0	-0.17358348	0.0	-0.29283834	0.0	-0.29283834	0.0	-0.14934413	0.0	-0.14934409	4.233541e-08	-0.18052325	7.608344e-08	-0.18052325	7.608344e-08
GPSM2	chr1	108875350	108934545	108876980	108877030	+		0.0040338757	0.05509883	0.17896046	0.3048117	-0.012465698	0.30900636	0.15063679	0.34364924	0.2709705	2.5285618	0.90034044	1.368186	-0.20576157	0.1366943	0.0067435163	0.315554	0.8295595	1.742811	-0.029558072	0.29260272	0.327165	1.8760458	0.20057409	0.37151444	-0.28987995	0.4103926	-0.19919078	0.44008744
ZMYM1	chr1	35032172	35115859	35104242	35104292	+		-0.001495474	0.028331045	-0.002869346	0.00690341	0.03596711	0.56182444	-0.08544407	0.01876788	0.03642383	0.7654408	-0.0718027	0.01295848	-0.1582505	0.25516635	-0.18538846	0.14174789	0.3466023	1.5153487	1.9081261	1.8135047	0.09138589	0.99495775	-0.18969317	0.031137893	-0.26290905	0.4424187	-0.10072488	0.6031934
MPL	chr1	43337818	43354466	43337848	43337898	+		0.025231576	0.055894397	0.0054441057	0.009111395	-0.07170959	0.10520422	-0.09296161	0.006122565	-0.0020988267	0.29167506	-0.0764892	0.010081067	0.12516627	0.7043651	0.02404228	0.24044412	-0.25255793	0.29717532	-0.21386996	0.27287346	-0.023044562	0.40985414	-0.10892643	0.13916783	-0.40231693	0.37155253	-0.4655319	0.15731867
MRPL55	chr1	228106679	228109312	228108986	228109036	-		0.038734917	0.11737299	0.23015822	0.2866723	-0.023158908	0.16243878	0.70957935	0.7365568	1.3283505	2.8049252	4.209102	3.0113244	-0.2941084	0.058111962	-0.34715387	0.014435102	0.20533569	0.87372094	-0.59957445	0.019458726	0.45708188	1.303946	0.043013625	0.493113	-0.65956944	0.20367314	-0.8630273	0.056271266
SLC1A7	chr1	53087179	53142638	53142582	53142632	-		0.012592462	0.018891037	0.0033962002	0.007849215	-0.09502629	0.01345487	-0.09136665	0.012720931	-0.081516445	0.0151509475	-0.07371234	0.019296845	-0.034262367	0.48736826	0.011128015	0.47492966	-0.36878884	0.25883463	-0.26225367	0.23613206	-0.17491023	0.21106994	-0.20694573	0.017939338	-0.13642605	1.0177135	-0.4891457	0.18942714
INSRR	chr1	156840063	156859117	156858968	156859018	-		0.03010671	0.029977871	0.1415804	0.05436098	-0.0973564	0.008849185	-0.10136389	0.0070187496	-0.08013035	0.01992659	0.0011036132	0.10006047	2.9765863	3.8604355	3.45714	2.2508051	-0.38125393	0.26585594	-0.5181009	0.10858905	0.979853	1.9705874	1.1153862	0.8752492	-0.50506634	0.31323954	-0.73902935	0.10714673
ENAH	chr1	225486829	225653142	225580207	225580257	-		0.0005564454	0.02877319	-0.00028850615	0.009598484	0.03403903	0.69668853	-0.06603341	0.055253997	0.13292949	2.2444923	-0.05262051	0.050384417	-0.21850757	0.10387189	-0.24312238	0.06175517	0.44683117	1.3045145	0.34878287	0.70551974	0.07404006	0.99769825	-0.009774188	0.28434226	-0.29418212	0.44400236	-0.35633555	0.3223967
CLDN19	chr1	42733093	42740254	42740090	42740140	-		0.022843525	0.029485874	0.034959875	0.019085655	-0.09272926	0.010524256	-0.09030009	0.0146567	-0.07560095	0.018217485	-0.08104335	0.009019939	-0.14114493	0.20333895	-0.10210725	0.37161642	-0.30560264	0.41323137	-0.47043002	0.068408646	-0.19009116	0.048717517	-0.16334221	0.07762762	-0.4007176	0.3452811	-0.52696675	0.20524137
MXRA8	chr1	1352689	1361777	1354197	1354247	-		0.07056248	0.066304974	0.105273865	0.02130777	-0.08983126	0.011662929	-0.082356155	0.007210104	-0.0726199	0.015439167	-0.06386779	0.010231848	2.1218765	4.0413423	8.625166	3.949105	-0.25861925	0.37579042	0.18977214	0.5116119	-0.11069533	0.19829328	0.046048988	0.30286354	-0.3516106	0.42602643	-0.23553188	0.38659966
NBPF11	chr1	148102047	148152322	148151938	148151988	-		-0.008321445	0.0195275	0.07119783	0.11368636	-0.07624629	0.038422655	0.050030068	0.23279932	-0.049382646	0.09261822	0.21176866	0.53982353	-0.1740153	0.0073270323	-0.17465286	0.011501108	-0.2648384	0.13816525	-0.29653355	0.012400087	-0.14568259	0.042517066	-0.11513924	0.0753709	-0.1890411	0.048218083	-0.24184817	0.10169589
PSMD4	chr1	151254709	151267479	151266037	151266087	+		0.014291922	0.09112854	-0.0047954363	0.0061276853	0.2683794	1.4057349	-0.08406224	0.0013298611	1.4988458	6.787696	-0.06461604	0.0008161665	-0.23562737	0.07813465	-0.20332584	0.0036853843	1.027073	1.7853655	1.6737659	1.5094677	0.06973472	0.8685372	-0.1666685	0.002136123	-0.39532813	0.3091598	-0.3449306	0.08682846
RASSF5	chr1	206507531	206589448	206583271	206583321	+		0.011237483	0.033726584	0.005025388	0.0108437585	-0.026639376	0.562609	-0.09132373	0.011490368	-0.060777836	0.1388401	-0.08256162	0.006990414	0.9082091	2.1612353	1.169352	1.0278641	-0.3038896	0.371661	-0.15691842	0.49086523	0.11489009	1.983552	-0.16386306	0.093181424	-0.49982607	0.33631635	-0.38945395	0.38436288
INAVA	chr1	200891048	200915742	200891047	200891097	+		0.017238826	0.03224665	0.027362058	0.052738667	-0.08737792	0.014251846	-0.102148175	0.004648218	-0.04695186	0.1676185	-0.0175508	0.11910451	0.9000352	2.1548817	2.9258368	2.3361564	-0.24097338	0.3576465	-0.38452902	0.22027409	-0.15935904	0.13218133	-0.037763312	0.2954977	-0.33450174	0.37074557	-0.6301042	0.31739697
ALPL	chr1	21509397	21578410	21509371	21509421	+		0.015186736	0.05546676	0.16683282	0.21053314	0.02434995	1.0598236	-0.092325546	0.0068078074	-0.07245059	0.034256168	0.007498632	0.13648726	0.77331465	1.9859186	2.8837523	1.7843086	-0.31405604	0.27428246	-0.02421778	0.5037466	-0.04348609	0.9109565	0.6672046	1.3768592	-0.43012357	0.31156674	-0.3684156	0.3328598
TINAGL1	chr1	31576485	31587686	31577033	31577083	+		0.04442357	0.08811811	0.08854041	0.054409683	1.6497618	2.8216574	3.4798875	1.2358247	2.7196772	5.850939	6.5552783	6.8688803	-0.31464663	0.048411727	-0.32008907	0.029821262	1.2669247	2.137086	-0.43638808	0.20662855	2.7351232	3.9742084	3.1537683	2.8350005	-0.6862397	0.19066858	-0.7306825	0.14464639
ZBTB8A	chr1	32539427	32605941	32539426	32539476	+		-0.0007318694	0.030823663	0.14362079	0.11448054	-0.06694132	0.12060733	0.42884183	0.7968472	0.038129587	0.94617426	3.9330032	4.550261	-0.20734026	0.090010315	-0.038584538	0.43440238	0.44406152	1.2179257	-0.3017922	0.22808765	-0.060836114	0.52890754	0.77532184	0.67414194	-0.31669873	0.33753082	-0.5416824	0.26100606
EDEM3	chr1	184690237	184754907	184754857	184754907	-		-0.0024365508	0.02878986	0.29086447	0.29308984	-0.009452791	0.56767064	0.50061315	0.7469549	0.120915234	1.4283909	7.591859	6.437802	-0.21909244	0.10387971	-0.34156397	0.011783264	1.5346013	2.186288	-0.41773877	0.33649448	-0.06807479	0.45982635	0.5964572	1.043689	-0.28502297	0.43072733	-0.72470593	0.20683126
TNFRSF14	chr1	2555639	2565622	2555979	2556029	+		0.06142436	0.10755692	0.22842239	0.12638885	0.12633118	0.66387445	0.6218822	0.7382777	0.03329303	0.34927094	-0.036829922	0.081108175	-0.26240996	0.06070154	-0.30399796	0.04408834	0.013960716	0.7907867	-0.33082494	0.25583267	0.14512214	1.1851962	1.6903392	1.6755551	-0.50106037	0.2433133	-0.58666754	0.37030977
MAGOH	chr1	53226900	53238518	53238458	53238508	-		0.0019704353	0.0362721	0.1415728	0.24240458	0.24284352	1.4677835	1.1576053	1.2032531	1.5534726	6.6424994	2.5814037	2.5637555	-0.24172737	0.085286096	-0.3079917	0.055306416	2.6928103	2.9709039	-0.4914555	0.11238867	-0.00775898	0.5316617	1.4418825	1.8153083	-0.3378541	0.4355525	-0.6626814	0.29915264
MUL1	chr1	20499448	20508151	20508111	20508161	-		0.0067737377	0.039933722	0.078338966	0.1383287	0.5070574	2.1927505	2.5723827	3.2092927	1.3585653	4.8369293	3.2593267	3.9800465	-0.2779215	0.05737789	-0.2551073	0.049169198	1.1138443	1.6469659	-0.19481577	0.28192425	0.26998088	1.0382992	0.46931598	0.7039609	-0.54659384	0.23343772	0.021511756	0.696721
C1orf68	chr1	152719522	152720470	152719521	152719571	+		-0.00069517706	0.010181941	0.0038986513	0.0100670755	-0.09475509	0.011966865	-0.082744405	0.011642966	-0.07979237	0.016812425	-0.06761598	0.010192606	-0.2606789	0.071949355	-0.11785811	0.23004824	-0.27065146	0.35125673	-0.19461335	0.25970256	-0.20530105	0.04264722	-0.12748149	0.097700074	-0.047040943	0.64854336	0.7332427	1.0813739
PPIAL4H	chr1	146344006	146344765	146344740	146344790	-		-0.010081347	0.003100376	-0.011060961	0.0019263371	-0.078923695	5.470473e-09	-0.07892369	1.0940946e-08	-0.058064096	0.0	-0.05806409	2.8934328e-09	-0.17358346	1.3771103e-08	-0.17358348	0.0	-0.29283834	0.0	-0.29283834	0.0	-0.14934413	0.0	-0.14934409	4.233541e-08	-0.18052332	1.5216688e-07	-0.18052325	7.608344e-08
FNDC5	chr1	32862268	32872482	32872430	32872480	-		0.028685777	0.06673211	0.07329157	0.09762819	-0.09577278	0.009237035	-0.0885523	0.027630694	-0.05814956	0.08395663	-0.08347495	0.013804493	0.8742088	2.573626	-0.026214534	0.30720153	0.090501405	1.060776	-0.4911339	0.08219826	-0.11237702	0.28512067	-0.14647248	0.16926427	-0.47406164	0.32925096	-0.61471033	0.11837723
DHX9	chr1	182839347	182887982	182839733	182839783	+		0.0024549651	0.05326127	0.3949957	0.31789646	0.011099655	0.5534342	2.0106528	2.4786148	0.34399882	2.3665519	1.9916961	1.8244826	-0.23523858	0.09244926	-0.32472625	0.02941043	5.299372	4.6770935	-0.5419712	0.04701622	0.015420419	0.7352663	1.169565	1.9630988	-0.302119	0.49066365	-0.6452086	0.31017372
OR2T7	chr1	248443651	248444577	248441206	248441256	+		-0.0074812737	0.003996085	-0.0068433397	0.0054834425	-0.08197318	0.0068813614	-0.085010126	0.008719374	-0.0577752	0.022776706	-0.05459828	0.033693656	-0.19271545	0.044954542	-0.13173974	0.2446278	-0.22782293	0.22424574	-0.26689136	0.2365351	-0.16028784	0.025502736	-0.17025529	0.03216099	0.4650789	0.6758276	0.42438748	0.95169806
TXNIP	chr1	145992435	145996579	145996550	145996600	-		0.011526356	0.028098298	0.21862444	0.25046223	-0.02813834	0.15374418	0.41119266	0.4880818	4.905308	8.555783	1.6442672	1.6712748	-0.30145457	0.06291562	-0.34297693	0.016023513	0.80363756	1.5477952	-0.567988	0.083814844	0.39077175	0.62707543	3.6602604	3.6125042	-0.55852014	0.28639108	-0.80087775	0.11438545
NRDC	chr1	51789191	51878805	51877990	51878040	-		-0.003233862	0.018500516	0.18558371	0.19213606	0.0072903573	0.8560721	7.51123	4.614798	0.18550397	2.1807327	13.324479	10.781574	-0.21616259	0.113270104	-0.32755962	0.041810203	1.4929569	2.513968	-0.5462048	0.07057679	-0.07351133	0.48508722	-0.010327427	0.30085632	-0.3096113	0.39895886	-0.557041	0.4333608
HSPG2	chr1	21822244	21937310	21937247	21937297	-		0.040253405	0.06724906	0.16319393	0.17459111	1.8137488	4.225349	2.4970074	2.9041333	0.3912796	2.7654095	0.9000963	1.4799335	-0.30964252	0.06654816	-0.33339033	0.02816574	4.227643	4.521499	-0.57868356	0.033108607	2.0571148	4.0103126	1.1358272	1.9997346	-0.6223284	0.2826909	-0.8081795	0.06804236
GNAT2	chr1	109603091	109619929	109619887	109619929	-		0.015938343	0.0661732	0.14627735	0.14780892	1.4082539	3.9096732	17.34455	7.519056	-0.011082317	0.25500903	8.702418	4.5747104	-0.29410455	0.07417308	-0.3122057	0.06439774	-0.00466654	0.99377114	-0.43596587	0.17589481	2.5031838	4.580093	1.2171593	1.4895744	-0.5581584	0.33638364	-0.6757686	0.22498605
PTBP2	chr1	96721665	96823738	96721782	96721832	+		-0.0012017549	0.03531102	0.17612074	0.23475295	-0.007270718	0.6160387	0.7297887	1.2765632	0.15377496	1.9079415	2.224058	1.9466023	-0.21240175	0.09980959	-0.26241088	0.09756694	1.728723	2.3256197	-0.37189662	0.1881139	0.011477257	0.67848766	0.5535901	0.684338	-0.24352475	0.461681	-0.402379	0.45836675
CLCN6	chr1	11806096	11848079	11806259	11806309	+		0.016428102	0.07478871	0.3499415	0.30935758	0.071505725	0.6853117	4.985753	3.7114823	0.2913658	2.5904174	3.2030084	2.5176618	-0.2792638	0.056580923	-0.33057007	0.015912307	2.5854435	3.199307	-0.54358065	0.042563833	0.34654403	1.676461	0.5927922	1.438939	-0.51169944	0.31580943	-0.7736966	0.077685125
OR2G3	chr1	247605586	247606515	247605585	247605635	+		-0.00071400456	0.00817265	-0.002648573	0.010426221	-0.09462566	0.0095318975	-0.08396131	0.009088138	-0.079591505	0.013688669	-0.062116668	0.02008941	-0.26356924	0.06505322	-0.17279583	0.12068452	-0.2711259	0.20264927	0.03344948	0.56105626	-0.19505893	0.062359482	-0.12893948	0.092255265	3.2684946	1.7730157	1.0427631	1.34075
C1orf50	chr1	42767245	42779491	42769677	42769727	+		0.014849608	0.08190489	-0.009210993	0.004794013	-0.023660606	0.28569612	-0.09715724	0.0068619526	0.7640961	3.43128	-0.07432757	0.027546909	-0.27122572	0.07544172	-0.2672734	0.06739589	0.7100192	1.40843	-0.17924221	0.47867486	-0.0402785	0.5445787	-0.09988638	0.2408749	-0.45811135	0.3522107	-0.547328	0.12055397
RPS6KA1	chr1	26529761	26575030	26543129	26543179	+		0.02165026	0.08040406	0.031625357	0.02366225	-0.077519946	0.10941413	-0.068384364	0.050160352	-0.028338136	0.4068435	-0.07392819	0.022226952	-0.26880604	0.06452243	-0.2930159	0.029643845	-0.04897543	0.6769349	-0.25741574	0.39295295	-0.1120816	0.32078448	0.0957671	0.48712587	-0.47848424	0.3151722	-0.54207957	0.27527833
ASTN1	chr1	176857302	177164973	177164817	177164867	-		-0.0030641132	0.011007969	0.012440467	0.013489264	-0.08690369	0.014699617	-0.080409914	0.005040017	-0.062846966	0.053574257	-0.058445547	0.017661806	-0.15240876	0.33005098	6.4738326	3.354597	-0.19679627	0.36632946	-0.099915	0.2889829	-0.17095767	0.07853275	-0.11011639	0.10142978	0.638043	1.2771833	0.096230485	0.6067281
C1orf210	chr1	43281877	43285617	43285567	43285617	-		0.011159947	0.017003618	0.0036093483	0.00815532	-0.084582835	0.007883335	-0.08191353	0.020328712	-0.0601903	0.023042707	-0.07169275	0.016658844	0.22912885	0.5781108	0.30110797	0.5186052	-0.15782519	0.26089242	-0.21980922	0.35156617	-0.14295793	0.07844796	-0.18694162	0.05628165	-0.21615419	0.42139152	-0.47784978	0.22110257
OR2T10	chr1	248590487	248597700	248593718	248593768	-		-0.0035565852	0.00813756	-0.0025724215	0.010848526	-0.09172305	0.0084902365	-0.08427866	0.0021370605	-0.06863049	0.027109053	-0.0647644	0.0020761695	-0.1827615	0.2571493	-0.20457797	0.011543357	-0.34728414	0.20498353	-0.26950124	0.18471302	-0.18046184	0.064641505	-0.167525	0.007064064	1.0087503	1.3377608	0.46390584	0.87148386
LAX1	chr1	203765177	203776372	203769637	203769687	+		0.0033933544	0.027311053	0.024271153	0.060011346	-0.070040084	0.050658762	-0.0011722238	0.106533945	-0.06526853	0.034528416	-0.035226427	0.07056039	0.07037546	0.5604849	-0.12655792	0.13603902	-0.19217174	0.3409439	-0.1281449	0.30481884	0.003627171	0.7102961	1.246336	1.8119068	-0.27343398	0.44301593	-0.15520093	0.31688973
KLHL12	chr1	202891116	202928636	202909111	202909161	-		0.0042900997	0.05862135	0.0021171789	0.008270495	-0.0019358363	0.55932635	-0.087245025	0.017293284	0.22312938	2.1695955	-0.080205165	0.011064066	-0.23402663	0.08580662	-0.27229682	0.04602223	1.217679	1.8752787	1.6822721	1.4075673	-0.10918781	0.27855495	-0.20627819	0.026004747	-0.3639202	0.35090706	-0.3608572	0.37516892
TIE1	chr1	43300982	43323108	43313291	43313341	+		0.03192718	0.055128027	0.025215171	0.018546166	0.44119877	2.0441387	-0.09803636	0.007508358	2.050917	6.6799526	-0.09430732	0.0038200058	-0.30422974	0.0785735	-0.33290914	0.014903407	3.4481518	3.0449173	3.5282962	1.6492091	0.30030715	1.2825505	-0.22850174	0.02347656	-0.618636	0.29148322	-0.6888874	0.18097648
OR2M4	chr1	248231417	248244679	248238928	248238978	+		-0.005969513	0.008832453	-0.0038209683	0.0077654556	-0.08290881	0.012367335	-0.07934485	0.017932532	-0.058234766	0.028259324	-0.05091395	0.03449722	-0.17221592	0.13691372	-0.13322072	0.17971751	-0.1464291	0.30602092	-0.1893397	0.29445472	-0.16409993	0.04646832	-0.16045247	0.06561988	1.0829841	1.66166	1.0404736	1.3214529
